,M,Rate,E,T,I,barE,th,E_th,E_T,E_M
2011-11-25,-0.2222222222222221,1.97,-0.005793264218231231,-0.002685506857766806,0.042328042328042326,0.028999572987847354,0.0,-0.0,1.5557850786915027e-05,0.0012873920484958285
2011-11-28,0.1428571428571428,1.97,0.024436075534159718,0.029240425313361795,0.0,0.028984285701821707,0.0,0.0,0.0007145212416082647,0.003490867933451387
2011-11-29,0.0,2.0,0.01669724490664426,0.002213653490450218,0.015228426395939021,0.028968998415796057,0.0,0.0,3.696191446849519e-05,0.0
2011-12-01,-0.20000000000000007,2.11,-0.016513281321910656,0.041323987876207946,0.05499999999999994,0.02895371112977041,0.0,-0.0,-0.0006823946371430471,0.0033026562643821322
2011-12-02,0.0,2.05,0.008716438170997654,-0.00024098633145541726,-0.028436018957346043,0.028941482460425,0.0,0.0,-2.1005424581866917e-06,0.0
2011-12-05,0.0,2.04,-0.0011825075488950398,0.010287014543699957,-0.004878048780487698,0.02892925379107961,0.0,-0.0,-1.2164472353518262e-05,-0.0
2011-12-06,0.0,2.08,0.009106638942109058,0.0011057487964409862,0.019607843137254832,0.0289170251217342,0.0,0.0,1.0069655049859706e-05,0.0
2011-12-07,0.0,2.02,-0.011551293272252239,0.002018354924337773,-0.028846153846153855,0.028904796452388797,0.0,-0.0,-2.3314609658520093e-05,-0.0
2011-12-08,-0.12499999999999989,1.99,-0.0129644680431944,-0.02114181011508598,-0.014851485148514865,0.028892567783043388,0.0,-0.0,0.0002740923216123163,0.0016205585053992984
2011-12-09,0.0,2.07,0.0047174371783478275,0.01688335256005491,0.04020100502512558,0.02888033911369798,0.0,0.0,7.9646155061957e-05,0.0
2011-12-12,0.0,2.03,-0.012520719719778861,-0.014914054108935981,-0.019323671497584516,0.02886811044435259,0.0,-0.0,0.0001867346913836037,-0.0
2011-12-13,0.0,1.96,0.020883813342876145,-0.00868600976072853,-0.03448275862068961,0.02885588177500718,0.0,0.0,-0.0001813970065374549,0.0
2011-12-14,0.0,1.92,-0.04091327266606026,-0.01134836742295231,-0.020408163265306145,0.028843653105661775,0.0,-0.0,0.0004642988506898835,-0.0
2011-12-15,0.0,1.92,0.0006665368221456802,0.0032431003656709922,0.0,0.028831424436316366,0.0,0.0,2.1616458116338365e-06,0.0
2011-12-16,0.0,1.86,-0.016557216903643313,0.0032161498496299235,-0.03124999999999989,0.028829463886110872,0.0,-0.0,-5.3250490654942464e-05,-0.0
2011-12-19,0.0,1.82,0.0028060079323557474,-0.011732825699560245,-0.021505376344086002,0.02882750333590538,0.0,0.0,-3.292240198191342e-05,0.0
2011-12-20,0.0,1.94,0.029814781797401047,0.029825423296426123,0.06593406593406592,0.0289170251217342,1.0,0.029814781797401047,0.0008892384875980667,0.0
2011-12-21,0.0,1.98,0.009182007839554585,0.0019495059855065833,0.020618556701030855,0.028904796452388797,0.0,0.0,1.7900379242180033e-05,0.0
2011-12-22,0.0,1.97,0.001671156872210311,0.008265549753183832,-0.005050505050505083,0.028892567783043388,0.0,0.0,1.38130302726294e-05,0.0
2011-12-23,0.1428571428571428,2.03,0.000648806147188985,0.009035052675189448,0.030456852791878042,0.02888033911369798,0.0,0.0,5.861997715839197e-06,9.268659245556925e-05
2011-12-27,-0.12499999999999989,2.02,0.012134101238448158,7.9107947907886e-05,-0.004926108374384119,0.02886811044435259,0.0,0.0,9.59903848680172e-07,-0.0015167626548060185
2011-12-28,0.0,1.93,-0.015649301153164874,-0.0124780022540123,-0.044554455445544594,0.02885588177500718,0.0,-0.0,0.00019527201506290857,-0.0
2011-12-29,0.0,1.91,0.004183754070760104,0.01070708742195392,-0.010362694300518172,0.028843653105661775,0.0,0.0,4.479582058758402e-05,0.0
2011-12-30,-0.4285714285714286,1.89,-0.005832838351562009,-0.0042913365279230176,-0.010471204188481686,0.028831424436316366,0.0,-0.0,2.5030672279528327e-05,0.002499787864955147
2012-01-03,0.7500000000000002,1.97,0.044235426722818216,0.015473984880403524,0.042328042328042326,0.028941482460425,1.0,0.044235426722818216,0.0006844983242870871,0.03317657004211367
2012-01-04,0.0,2.0,0.014001602900925336,0.00018792399994027598,0.015228426395939021,0.02892925379107961,0.0,0.0,2.6312372227172608e-06,0.0
2012-01-05,0.0,2.02,-0.00844326394229955,0.002943716919978634,0.010000000000000009,0.0289170251217342,0.0,-0.0,-2.485457892679269e-05,-0.0
2012-01-06,0.0,1.98,0.0028383865610046577,-0.002536961462655807,-0.01980198019801982,0.028904796452388797,0.0,0.0,-7.200877321388962e-06,0.0
2012-01-09,0.1428571428571428,1.98,-0.005395370807746769,0.0022615979258335805,0.0,0.028892567783043388,0.0,-0.0,-1.2202159427903143e-05,-0.0007707672582495381
2012-01-10,0.0,2.0,0.007381074731702464,0.00888576974833133,0.010101010101010166,0.02888033911369798,0.0,0.0,6.558653056113454e-05,0.0
2012-01-11,0.0,1.93,-0.009180799141369822,0.0003095972599744812,-0.03500000000000003,0.02886811044435259,0.0,-0.0,-2.8423502585441664e-06,-0.0
2012-01-12,0.0,1.94,-0.008731252193433958,0.002336608362904613,0.005181347150259086,0.02885588177500718,0.0,-0.0,-2.0401516893807033e-05,-0.0
2012-01-13,0.125,1.89,-0.007370121149379294,-0.004947922948427275,-0.02577319587628868,0.028843653105661775,0.0,-0.0,3.646679156770301e-05,-0.0009212651436724117
2012-01-17,0.0,1.87,0.009869579081808855,0.003552954600872571,-0.01058201058201047,0.028831424436316366,0.0,0.0,3.506616640738846e-05,0.0
2012-01-18,0.0,1.92,-0.007800548074147318,0.011107929092462498,0.026737967914438387,0.028829463886110872,0.0,-0.0,-8.664793488997331e-05,-0.0
2012-01-19,0.11111111111111116,2.01,0.008042647390162472,0.004938656879440728,0.046875,0.02882750333590538,0.0,0.0,3.9719875862341906e-05,0.0008936274877958306
2012-01-20,-0.10000000000000009,2.05,-0.015150178352053567,0.0006694597815233294,0.01990049751243772,0.028825542785699886,0.0,-0.0,-1.0142435089605256e-05,0.001515017835205358
2012-01-23,0.0,2.09,0.006553806815064567,0.00047134296924533636,0.019512195121951237,0.028823582235494395,0.0,0.0,3.089090764072854e-06,0.0
2012-01-24,0.0,2.08,-0.00497380215817067,-0.00102581731454221,-0.004784688995215225,0.0288216216852889,0.0,-0.0,5.102212372958886e-06,-0.0
2012-01-25,-0.11111111111111105,2.01,-0.0019994658106323726,0.008679141952454561,-0.033653846153846256,0.028819661135083406,0.0,-0.0,-1.7353647599557992e-05,0.00022216286784804127
2012-01-26,0.0,1.96,0.008924536733649235,-0.005753890884025226,-0.02487562189054715,0.028817700584877915,0.0,0.0,-5.1350810555892596e-05,0.0
