timestamp,ticker,price,pct_change,volume,volume_z_score,late_session,minutes_to_close,severity
2026-08-14T23:48:04,BTC-USD,62814.0586,0.00000,41988096,41988096.00,False,-168.1,UNUSUAL_VOLUME
2026-08-14T23:48:11,BTC-USD,62814.0586,0.00000,41988096,5.66,False,-168.2,UNUSUAL_VOLUME
2026-08-15T00:26:02,SOL-USD,75.2200,-0.00027,350208,350208.00,False,-206.0,UNUSUAL_VOLUME
